,date,benchmark,bench_return
503,2016-12-30,S&P 500,-0.004589548939999999
504,2017-01-03,S&P 500,0.008510521040000002
505,2017-01-04,S&P 500,0.00595030304
506,2017-01-05,S&P 500,-0.0007599067199999999
507,2017-01-06,S&P 500,0.00382594443
508,2017-01-09,S&P 500,-0.003543880479999999
509,2017-01-10,S&P 500,4.6106e-06
510,2017-01-11,S&P 500,0.00292192811
511,2017-01-12,S&P 500,-0.00212074537
512,2017-01-13,S&P 500,0.00184760242
513,2017-01-17,S&P 500,-0.0029671138800000003
514,2017-01-18,S&P 500,0.00192794481
515,2017-01-19,S&P 500,-0.0035914018599999997
516,2017-01-20,S&P 500,0.00339706216
517,2017-01-23,S&P 500,-0.00266226203
518,2017-01-24,S&P 500,0.00656676921
519,2017-01-25,S&P 500,0.008027346429999999
520,2017-01-26,S&P 500,-0.0007145472
521,2017-01-27,S&P 500,-0.0008133042
522,2017-01-30,S&P 500,-0.005964477020000001
523,2017-01-31,S&P 500,-0.0008834393400000001
524,2017-02-01,S&P 500,0.0005251929799999999
525,2017-02-02,S&P 500,0.0006304947900000001
526,2017-02-03,S&P 500,0.00735291765
527,2017-02-06,S&P 500,-0.00211010457
528,2017-02-07,S&P 500,0.00027308797
529,2017-02-08,S&P 500,0.00101246149
530,2017-02-09,S&P 500,0.005938867380000001
531,2017-02-10,S&P 500,0.0036243439000000002
532,2017-02-13,S&P 500,0.00550264179
533,2017-02-14,S&P 500,0.00429482345
534,2017-02-15,S&P 500,0.0051365249600000005
535,2017-02-16,S&P 500,-0.0007617776799999999
536,2017-02-17,S&P 500,0.0016991137899999998
537,2017-02-21,S&P 500,0.00604942346
538,2017-02-22,S&P 500,-0.00099181617
539,2017-02-23,S&P 500,0.0005347857
540,2017-02-24,S&P 500,0.00173459212
541,2017-02-27,S&P 500,0.00115867878
542,2017-02-28,S&P 500,-0.0025487655800000004
543,2017-03-01,S&P 500,0.01385628951
544,2017-03-02,S&P 500,-0.00577983056
545,2017-03-03,S&P 500,0.00053156882
546,2017-03-06,S&P 500,-0.0032547707300000003
547,2017-03-07,S&P 500,-0.00284666672
548,2017-03-08,S&P 500,-0.00199546991
549,2017-03-09,S&P 500,0.0008113197799999999
550,2017-03-10,S&P 500,0.00328722858
551,2017-03-13,S&P 500,0.0006942083000000001
552,2017-03-14,S&P 500,-0.00333203549
553,2017-03-15,S&P 500,0.008407953440000001
554,2017-03-16,S&P 500,-0.0015906630300000005
555,2017-03-17,S&P 500,-0.00130928788
556,2017-03-20,S&P 500,-0.00198168534
557,2017-03-21,S&P 500,-0.01231971706
558,2017-03-22,S&P 500,0.0019252533100000003
559,2017-03-23,S&P 500,-0.0010471693899999999
560,2017-03-24,S&P 500,-0.00084571826
561,2017-03-27,S&P 500,-0.0010185868
562,2017-03-28,S&P 500,0.007260043790000001
563,2017-03-29,S&P 500,0.0012887768999999998
564,2017-03-30,S&P 500,0.0029666060300000004
565,2017-03-31,S&P 500,-0.00225390942
566,2017-04-03,S&P 500,-0.0015948156800000002
567,2017-04-04,S&P 500,0.00072232744
568,2017-04-05,S&P 500,-0.0029527402
569,2017-04-06,S&P 500,0.00222661716
570,2017-04-07,S&P 500,-0.0008213748999999999
